CustomerId,Exited
15642544,0
15779492,0
15815271,0
15582591,0
15595937,0
15732113,0
15665053,0
15761886,0
15662488,0
15635435,0
15783398,0
15795895,0
15677369,0
15781586,0
15754574,0
15625819,0
15615330,0
15811842,0
15741719,0
15652527,0
15718839,0
15808960,0
15725036,0
15605327,0
15618581,0
15629390,0
15810716,0
15589589,0
15752626,0
15792916,0
15737571,0
15730673,0
15626684,0
15728693,0
15764432,0
15686302,0
15602456,0
15808228,0
15582616,0
15702789,0
15773221,0
15739692,0
15772632,0
15685920,0
15774151,0
15762091,0
15774258,0
15764431,0
15604348,0
15691792,0
15730657,0
15576517,0
15794493,0
15688409,0
15682686,0
15802478,0
15569654,0
15567114,0
15646969,0
15667620,0
15731543,0
15642997,0
15756150,0
15657540,0
15656912,0
15611759,0
15603378,0
15785490,0
15681928,0
15615020,0
15598782,0
15744041,0
15575185,0
15610781,0
15810839,0
15751771,0
15747208,0
15796505,0
15589224,0
15736154,0
15612109,0
15756901,0
15615207,0
15677764,1
15585388,0
15667002,0
15810786,0
15750808,0
15637169,0
15745295,0
15594577,0
15764916,0
15763274,0
15785167,0
15577905,0
15716491,0
15806210,0
15619436,0
15717629,0
15698246,0
15635500,1
15663933,0
15648225,0
15611682,0
15584532,0
15627854,0
15739972,0
15631639,0
15605375,0
15641175,0
15754068,0
15809722,0
15671655,0
15629078,0
15674254,0
15796114,0
15771942,0
15680167,1
15634632,0
15667046,0
15653448,0
15765257,0
15813022,1
15570360,0
15572360,0
15773869,0
15673584,0
15791316,0
15781975,0
15606397,0
15803406,0
15722212,0
15735632,0
15626040,0
15594720,0
15655961,0
15713644,0
15791040,0
15706464,0
15704819,0
15602354,0
15590683,0
15694995,0
15567919,0
15751131,0
15609758,0
15669805,0
15612418,0
15587038,0
15600974,0
15612092,0
15802220,0
15684294,0
15722409,0
15793688,0
15641474,0
15712551,0
15679909,0
15707596,1
15778410,0
15776844,0
15727311,0
15752915,0
15742229,0
15605000,0
15577274,0
15778936,0
15737133,0
15741417,0
15809320,0
15614635,0
15694506,0
15597896,0
15763063,0
15626900,0
15651001,0
15729054,0
15662063,0
15649379,0
15737795,0
15603035,0
15743293,0
15696175,0
15608166,0
15730705,0
15584271,0
15645593,0
15660147,0
15758081,0
15730488,0
15815236,0
15586976,0
15801462,0
15762123,0
15616550,0
15781802,0
15645059,0
15780835,0
15620123,0
15636812,0
15679029,0
15650488,0
15814405,0
15748473,0
15718921,0
15806049,0
15688498,0
15647965,1
15625175,0
15765375,0
15739438,0
15772250,0
15660809,0
15759874,0
15764314,0
15628893,0
15589563,0
15793324,0
15777553,0
15763097,0
15753215,0
15792176,0
15798844,0
15762332,0
15682547,0
15729574,0
15688007,0
15718071,0
15723671,0
15771535,0
15596575,0
15620758,0
15763218,0
15805413,0
15799924,0
15608344,0
15659736,0
15774179,0
15705544,0
15567725,0
15670066,0
15738318,0
15771742,0
15723299,0
15729238,0
15631481,0
15804919,0
15713532,0
15716041,0
15774277,0
15569451,0
15639576,0
15727391,0
15681562,0
15691011,0
15597033,0
15797627,0
15737310,0
15618765,0
15733491,0
15679651,0
15732437,0
15813660,0
15723706,0
15582154,0
15749951,0
15714006,0
15625632,0
15576760,0
15708713,0
15625461,0
15744689,0
15693906,0
15606274,0
15782608,0
15590876,0
15761720,1
15610972,0
15706268,0
15704770,0
15576065,0
15656121,0
15678427,0
15759555,0
15643966,0
15593773,0
15791102,0
15614213,0
15700710,0
15739931,0
15572428,0
15682778,0
15618182,0
15719541,0
15599660,0
15740147,0
15718572,0
15782758,0
15576641,0
15638028,0
15755223,0
15657342,0
15693817,0
15723053,0
15731330,0
15570134,0
15607485,0
15807457,0
15788151,0
15658158,0
15788676,0
15706602,0
15767391,0
15792180,0
15743040,0
15684419,0
15734005,0
15747960,0
15727915,0
15598614,0
15718765,0
15638513,0
15604217,0
15644005,0
15691863,0
15659962,0
15644446,0
15785488,0
15677184,0
15738224,0
15620111,0
15662021,0
15639590,0
15677217,0
15705085,0
15617419,0
15570205,0
15792660,0
15619340,0
15813327,0
15775108,0
15616431,0
15745844,0
15758702,0
15757811,0
15613085,0
15707042,0
15570289,0
15702337,0
15601811,0
15756875,0
15750407,0
15785869,0
15684461,0
15799217,0
15594898,0
15674637,1
15742126,0
15691723,0
15575002,0
15566253,0
15654495,0
15687079,1
15738980,0
15657747,0
15813844,0
15588904,0
15633419,0
15723721,0
15648951,0
15726676,0
15722692,0
15769308,0
15740406,0
15587978,0
15644934,0
15770811,0
15636935,0
15618410,0
15703292,0
15568876,0
15665177,0
15794396,0
15592000,0
15783029,0
15746028,0
15617657,0
15760861,0
15624775,0
15700749,0
15576085,0
15703177,0
15668032,0
15769353,0
15801431,0
15796838,0
15738751,0
15658675,0
15585249,0
15615473,0
15672242,0
15604138,0
15772995,0
15770174,0
15631457,0
15598802,0
15633834,0
15801466,0
15755196,0
15571689,0
15667944,0
15660390,0
15765322,0
15728167,0
15778696,0
15613141,0
15674720,0
15742269,0
15588535,0
15729454,0
15658195,0
15667438,0
15599126,0
15760521,0
15714485,0
15724154,0
15790204,0
15814553,0
15610912,0
15573171,0
15679453,0
15641877,0
15783816,0
15791304,0
15694300,0
15646190,0
15762455,0
15613630,0
15671390,0
15632439,0
15659656,0
15794101,0
15597536,0
15715939,0
15586959,0
15593250,0
15729435,0
15641690,0
15607230,0
15676353,0
15786454,0
15653455,0
15806570,0
15631305,0
15601848,0
15792649,0
15777504,0
15715638,0
15806447,0
15706217,0
15813640,0
15591985,0
15737275,0
15657085,0
15633930,0
15594878,0
15658486,1
15669342,0
15606507,0
15624975,0
15782468,0
15811415,0
15675518,0
15595067,0
15799631,0
15735687,0
15647975,0
15726814,0
15611635,0
15593094,0
15766183,1
15623989,0
15750839,0
15812918,0
15664759,0
15746183,0
15635728,0
15612931,0
15642709,0
15597945,0
15792934,0
15750248,0
15800062,0
15761348,0
15632850,0
15724876,0
15600478,0
15671804,0
15577478,0
15768342,0
15758513,0
15663917,0
15672216,0
15702430,0
15597914,0
15811236,0
15760446,0
15659428,0
15581115,0
15799494,0
15674206,0
15628279,0
15723658,0
15669922,0
15743709,0
15811773,0
15660866,0
15709117,0
15732281,0
15664720,0
15731829,0
15611580,0
15592578,0
15806134,0
15775294,0
15761024,0
15728542,0
15758845,0
15713346,0
15582892,0
15715047,0
15632051,0
15737910,0
15726796,0
15583364,0
15710087,0
15674551,0
15566735,0
15781465,0
15698664,0
15777033,0
15679760,0
15610090,0
15814033,0
15650313,0
15754105,0
15772381,0
15766667,0
15655410,0
15570601,0
15605130,0
15700511,0
15604818,0
15770435,0
15597909,0
15595592,0
15690772,0
15698786,0
15671779,0
15624229,0
15725906,0
15669589,1
15641860,0
15700801,0
15591279,0
15720110,0
15660535,0
15777743,0
15709295,0
15724691,0
15677136,0
15654851,0
15570051,0
15602929,0
15628319,0
15612350,0
15697283,0
15718106,0
15762045,0
15597487,0
15580462,0
15681924,0
15619616,0
15803378,0
15760641,0
15619955,0
15709256,0
15654760,0
15613880,0
15767231,0
15734999,0
15796074,0
15644753,0
15781530,0
15731281,0
15718216,0
15720050,0
15724161,0
15585734,0
15581700,0
15735358,0
15736146,0
15609475,0
15711635,0
15569571,0
15687959,0
15769402,0
15655648,0
15733768,0
15658449,0
15813159,0
15750243,0
15801218,0
15640258,0
15701291,0
15596962,0
15769272,0
15658668,0
15687413,0
15671256,0
15585047,0
15643908,0
15758031,0
15743149,0
15812338,0
15761340,0
15731760,0
15793424,0
15718245,0
15671137,0
15774358,1
15651063,0
15774336,0
15652218,0
15571869,0
15802486,0
15769064,0
15633729,0
15682472,0
15637428,0
15568088,0
15721292,0
15648933,0
15685226,0
15705765,0
15726178,0
15780088,0
15684722,0
15730076,0
15640034,0
15724648,0
15747772,0
15690209,0
15714575,0
15746258,0
15596972,0
15806486,0
15747649,0
15579040,0
15759480,0
15688963,0
15670172,0
15704160,0
15657349,0
15659031,0
15599289,0
15659843,0
15661249,0
15629985,0
15718280,0
15566563,0
15739803,0
15800228,0
15712938,0
15813718,0
15617432,0
15629128,0
15810807,0
15729489,0
15705050,0
15571144,0
15705379,0
15758901,0
15772009,0
15598331,0
15761706,0
15690673,0
15774285,0
15593510,0
15567446,0
15611058,0
15608328,0
15725660,0
15571843,0
15625740,0
15636977,0
15790379,0
15770214,0
15582903,0
15636756,0
15579566,0
15795228,0
15589572,0
15769051,0
15753174,0
15737452,0
15691785,0
15706021,0
15567778,0
15694765,0
15617078,0
15594515,0
15784761,0
15782993,0
15809347,0
15653306,0
15697510,0
15751185,0
15738291,0
15738884,0
15725767,0
15761364,0
15595037,0
15574795,0
15658148,0
15650034,0
15569678,0
15569274,0
15757931,0
15685947,0
15749807,0
15778897,0
15637324,0
15684669,0
15608338,0
15668853,0
15603203,0
15598840,0
15805261,0
15640635,0
15623357,0
15586970,0
15714567,0
15664227,0
15686913,0
15715199,0
15576111,0
15602909,0
15763922,0
15744127,0
15746451,0
15664808,0
15742798,0
15706005,0
15642570,0
15799042,0
15683522,0
15592645,0
15707968,0
15602034,0
15667932,0
15620988,0
15756301,0
15752731,0
15689344,0
15610557,0
15762799,0
15632789,0
15693259,0
15680046,0
15768201,0
15623219,0
15595071,0
15796910,0
15586479,0
15779744,0
15767474,0
15781914,0
15766017,0
15756167,0
15658946,0
15584091,0
15667215,0
15749068,0
15601012,0
15761102,0
15666652,0
15721935,0
15801904,0
15616555,0
15659002,0
15753213,0
15775703,0
15624423,0
15770420,0
15809462,0
15628936,0
15673984,0
15749671,0
15599124,0
15766417,0
15751137,0
15701074,0
15583748,0
15649136,0
15613518,0
15609804,0
15622897,0
15611644,1
15627365,0
15633612,0
15604706,0
15673372,0
15806983,0
15712807,0
15767781,0
15727829,0
15786170,0
15665378,0
15808689,0
15643696,0
15578297,0
15773906,0
15662494,0
15737778,0
15584037,0
15722758,0
15689044,0
15614049,0
15681081,0
15709447,0
15784594,0
15586523,0
15735221,0
15641091,0
15811690,0
15648800,0
15690456,0
15576714,0
15645323,0
15770968,0
15633897,0
15797165,0
15628767,0
15725737,0
15604588,0
15631240,0
15705777,0
15786196,0
15633574,0
15679587,0
15727490,0
15750574,0
15582951,0
15777923,0
15620204,0
15606601,0
15642002,0
15809509,0
15617320,0
15591107,0
15638068,0
15804962,0
15590011,0
